FID,Año,Claseaccid,Cód_Regi,Región,Comuna,Cód_Zona,Zona,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Siniestros,Fallecidos,Graves,Menos_grav,Leves,Ilesos
443,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,MANQUEHUE SUR,MANQUEHUE SUR,MANQUEHUE SUR - MANQUEHUE SUR,0, , ,1,0,1,0,0,1
444,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,MARTIN DE LECUNA,MIGUEL ANGEL BUONAROTTI,MARTIN DE LECUNA - MIGUEL ANGEL BUONAROTTI,0, , ,1,0,0,0,0,2
445,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PADRE HURTADO CENTRAL,EDIMBURGO,EDIMBURGO - PADRE HURTADO CENTRAL,0, , ,2,0,0,0,2,2
446,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PADRE HURTADO NORTE,PADRE HURTADO CENTRAL,PADRE HURTADO CENTRAL - PADRE HURTADO NORTE,0, , ,1,0,0,0,1,1
447,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PADRE HURTADO SUR,MONROE,MONROE - PADRE HURTADO SUR,0, , ,1,0,0,0,1,1
448,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PADRE HURTADO SUR,RIO GUADIANA,PADRE HURTADO SUR - RIO GUADIANA,0, , ,1,0,0,0,1,1
449,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PATRICIA,TONGOY,PATRICIA - TONGOY,0, , ,1,0,0,0,1,1
450,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PAUL HARRIS,CAMINO EL ALBA,CAMINO EL ALBA - PAUL HARRIS,0, , ,1,0,0,0,1,1
451,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PAUL HARRIS,GRAL BLANCHE,GRAL BLANCHE - PAUL HARRIS,0, , ,1,0,1,0,0,1
452,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PDTE ERRAZURIZ,ALCANTARA,ALCANTARA - PDTE ERRAZURIZ,0, , ,1,0,0,0,1,1
453,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,PDTE RIESCO,ALONSO DE CORDOVA,ALONSO DE CORDOVA - PDTE RIESCO,0, , ,1,0,0,0,1,1
454,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,RIVADAVIA, ,- RIVADAVIA,9178, , ,1,0,0,0,0,2
455,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,VITACURA,ISIDORA GOYENECHEA,ISIDORA GOYENECHEA - VITACURA,0, , ,1,0,0,1,0,0
456,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,VITAL APOQUINDO, ,- VITAL APOQUINDO,1690, , ,1,0,0,0,1,1
457,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,CAMINO LOS TRAPENSES, ,- CAMINO LOS TRAPENSES,3267, , ,1,0,0,0,1,0
458,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,COST MONS ESCRIVA DE BALAGUER, ,- COST MONS ESCRIVA DE BALAGUER,14630, , ,1,0,0,0,1,0
459,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,EL GABINO,RUBEN BARRALES,EL GABINO - RUBEN BARRALES,0, , ,1,0,0,0,1,0
460,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,EL RODEO,EL ESPINO,EL ESPINO - EL RODEO,0, , ,1,0,0,0,1,1
461,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,GARRIDO,MEDINA,GARRIDO - MEDINA,0, , ,1,0,0,0,0,2
462,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,JOSE ALCALDE DELANO, ,- JOSE ALCALDE DELANO,12076, , ,1,0,1,0,1,0
463,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,JOSE ALCALDE DELANO,STA BLANCA,JOSE ALCALDE DELANO - STA BLANCA,0, , ,1,0,1,0,0,1
464,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,LA DEHESA, ,- LA DEHESA,1445, , ,1,0,0,0,0,2
465,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,PADRE ALFREDO ARTEAGA BARROS,CDTE MALBEC,CDTE MALBEC - PADRE ALFREDO ARTEAGA BARROS,0, , ,1,0,0,0,1,1
466,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,PASTOR FERNANDEZ,SAN ENRIQUE,PASTOR FERNANDEZ - SAN ENRIQUE,0, , ,1,0,0,0,1,1
467,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,PEDRO LIRA URQUIETA,CAMINO LAS HUALTATAS,CAMINO LAS HUALTATAS - PEDRO LIRA URQUIETA,0, , ,1,0,0,0,1,1
468,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,RAUL LABBE, ,- RAUL LABBE,14190, , ,1,0,1,0,0,1
469,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,RAUL LABBE,LA DEHESA,LA DEHESA - RAUL LABBE,0, , ,1,0,0,0,1,1
470,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,SAN FRANCISCO DE ASIS, ,- SAN FRANCISCO DE ASIS,199, , ,1,0,0,0,1,1
471,2022,1,13,REGION METROPOLITANA,LO BARNECHEA,1,URBANA,VALLE DEL MONASTERIO,CAMINO DEL CIELO,CAMINO DEL CIELO - VALLE DEL MONASTERIO,0, , ,1,0,0,0,1,1
472,2022,1,13,REGION METROPOLITANA,LO ESPEJO,1,URBANA,AMERICO VESPUCIO, ,- AMERICO VESPUCIO,8000, , ,1,1,0,0,2,1
473,2022,1,13,REGION METROPOLITANA,LO ESPEJO,1,URBANA,PDTE EDUARDO FREI MONTALVA,STA ANITA,PDTE EDUARDO FREI MONTALVA - STA ANITA,0, , ,1,0,0,0,1,0
474,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,DAGOBERTO GODOY,CALETA IQUIQUE,CALETA IQUIQUE - DAGOBERTO GODOY,0, , ,1,0,0,0,1,1
475,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,GABRIELA MISTRAL,LA CONCEPCION,GABRIELA MISTRAL - LA CONCEPCION,0, , ,1,0,0,0,2,1
476,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,GRAL JUAN BUENDIA,DORSAL,DORSAL - GRAL JUAN BUENDIA,0, , ,1,0,0,1,0,0
477,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,GRAL OSCAR BONILLA,GRAL JUAN BUENDIA,GRAL JUAN BUENDIA - GRAL OSCAR BONILLA,0, , ,1,0,0,0,1,1
478,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,GRAL OSCAR BONILLA,RUTA 68,GRAL OSCAR BONILLA - RUTA 68,0, , ,1,0,1,0,0,1
479,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,IBIS,OVALLE,IBIS - OVALLE,0, , ,1,0,1,0,0,1
480,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,LAS ACACIAS,LOS COPIHUES,LAS ACACIAS - LOS COPIHUES,0, , ,1,0,0,0,1,1
481,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,LAS TORRES,TERRITORIO ANTARTICO,LAS TORRES - TERRITORIO ANTARTICO,0, , ,1,0,0,0,1,1
482,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,LAS TORRES,WALDO TAFF,LAS TORRES - WALDO TAFF,0, , ,1,0,1,0,1,0
483,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,LOS COPIHUES,SAN PABLO,LOS COPIHUES - SAN PABLO,0, , ,1,0,0,0,1,1
484,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,NEPTUNO, ,- NEPTUNO,163, , ,1,0,0,0,1,1
485,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,NEPTUNO,SAN FRANCISCO,NEPTUNO - SAN FRANCISCO,0, , ,1,0,0,0,1,1
486,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,REINA MAUD,NEPTUNO,NEPTUNO - REINA MAUD,0, , ,2,0,0,0,3,1
487,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,RUTA 68,GRAL OSCAR BONILLA,GRAL OSCAR BONILLA - RUTA 68,0, , ,1,0,0,1,0,1
488,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,SAN ALBERTO, ,- SAN ALBERTO,809, , ,1,0,0,0,1,1
489,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,SAN PABLO, ,- SAN PABLO,5824, , ,1,0,1,0,0,1
490,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,SAN PABLO,LAS MADRESELVAS,LAS MADRESELVAS - SAN PABLO,0, , ,1,0,0,0,1,1
491,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,SAN PABLO,NEPTUNO,NEPTUNO - SAN PABLO,0, , ,2,0,0,0,2,2
492,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,SAN PABLO,STA MARTA,SAN PABLO - STA MARTA,0, , ,1,0,0,1,0,1
493,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,SAN PABLO,TALCAHUANO,SAN PABLO - TALCAHUANO,0, , ,1,0,0,0,1,1
494,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,STA NORA,SAN PABLO,SAN PABLO - STA NORA,0, , ,1,1,0,0,0,1
495,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,TERRITORIO ANTARTICO, ,- TERRITORIO ANTARTICO,6099, , ,1,0,0,1,0,1
496,2022,1,13,REGION METROPOLITANA,LO PRADO,1,URBANA,TTE CRUZ,CORONA SUECA,CORONA SUECA - TTE CRUZ,0, , ,1,0,0,0,1,1
497,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,DR AMADOR NEGHME RODRIGUEZ, ,- DR AMADOR NEGHME RODRIGUEZ,3831, , ,1,0,1,0,0,0
498,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,EL LIBANO,CAMPO LINDO,CAMPO LINDO - EL LIBANO,0, , ,1,0,1,0,0,0
499,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,LAS DALIAS,RODRIGO DE ARAYA,LAS DALIAS - RODRIGO DE ARAYA,0, , ,1,0,0,0,1,1
500,2022,1,13,REGION METROPOLITANA,MACUL,1,URBANA,LOS ESPINOS,JOAQUIN RODRIGUEZ,JOAQUIN RODRIGUEZ - LOS ESPINOS,0, , ,1,0,0,0,1,1
501,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,LO MARCOLETA,SAN LUIS,LO MARCOLETA - SAN LUIS,0, , ,1,0,0,0,3,1
502,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,MANUEL ANTONIO MATTA,EL PARQUE,EL PARQUE - MANUEL ANTONIO MATTA,0, , ,1,1,0,0,0,1
503,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,NELSON CASTRO, ,- NELSON CASTRO,590, , ,1,0,0,0,2,0
504,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,PARQUE CENTRAL PONIENTE,LO MARCOLETA,LO MARCOLETA - PARQUE CENTRAL PONIENTE,0, , ,1,0,0,0,1,1
505,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,PDTE EDUARDO FREI MONTALVA, ,- PDTE EDUARDO FREI MONTALVA,8450, , ,1,1,0,0,0,1
506,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,PDTE EDUARDO FREI MONTALVA, ,- PDTE EDUARDO FREI MONTALVA,10300, , ,1,1,0,0,0,1
507,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,PDTE EDUARDO FREI MONTALVA,CANAVERAL,CANAVERAL - PDTE EDUARDO FREI MONTALVA,0, , ,1,0,0,0,1,1
508,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,PDTE EDUARDO FREI MONTALVA,LAS ESTERAS SUR,LAS ESTERAS SUR - PDTE EDUARDO FREI MONTALVA,0, , ,1,1,0,0,0,1
509,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,PEDRO RIVEROS,ALC JUAN LARENAS,ALC JUAN LARENAS - PEDRO RIVEROS,0, , ,1,0,0,0,0,2
510,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,RUTA 5 NORTE,LOS AMERICANOS,LOS AMERICANOS - RUTA 5 NORTE,0, , ,1,0,0,0,1,1
511,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,SAN IGNACIO, ,- SAN IGNACIO,500, , ,1,0,0,1,1,0
512,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,SAN IGNACIO,CERRO PORTEZUELO,CERRO PORTEZUELO - SAN IGNACIO,0, , ,1,0,0,0,1,1
513,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,STA LUISA, ,- STA LUISA,493, , ,1,0,0,1,0,2
514,2022,1,13,REGION METROPOLITANA,QUILICURA,1,URBANA,STA LUISA,ESTADIO TRASANDINO DE LOS ANDES,ESTADIO TRASANDINO DE LOS ANDES - STA LUISA,0, , ,1,0,0,0,1,1
515,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,ALBERDI,NVA EXTREMADURA,ALBERDI - NVA EXTREMADURA,0, , ,1,0,0,1,0,1
516,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,ALSINO,RADAL,ALSINO - RADAL,0, , ,1,0,0,0,1,1
517,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,ANDES,ANTONIO EBNER,ANDES - ANTONIO EBNER,0, , ,1,0,0,1,0,1
518,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,AVIADOR BLERIOT,JULIO VERNE,AVIADOR BLERIOT - JULIO VERNE,0, , ,1,0,0,0,1,1
519,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,BARROS ARANA,HUERFANOS,BARROS ARANA - HUERFANOS,0, , ,1,0,1,0,0,1
520,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CARRASCAL, ,- CARRASCAL,5775, , ,1,1,0,0,0,1
521,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CARRASCAL, ,- CARRASCAL,5926, , ,1,0,1,0,0,1
522,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CARRASCAL, ,- CARRASCAL,6083, , ,1,0,0,0,1,1
523,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CARRASCAL,BRISAS DEL RIO,BRISAS DEL RIO - CARRASCAL,0, , ,1,0,0,0,1,1
524,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CARRASCAL,LAZO DE LA VEGA,CARRASCAL - LAZO DE LA VEGA,0, , ,1,0,0,0,1,1
525,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CARRASCAL,MENDOZA,CARRASCAL - MENDOZA,0, , ,1,0,0,0,1,1
526,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CARRASCAL,SAMUEL IZQUIERDO,CARRASCAL - SAMUEL IZQUIERDO,0, , ,1,0,0,0,1,1
527,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CATAMARCA,CARRASCAL,CARRASCAL - CATAMARCA,0, , ,1,1,0,0,0,1
528,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CATAMARCA,SALVADOR GUTIERREZ,CATAMARCA - SALVADOR GUTIERREZ,0, , ,1,0,0,0,1,1
529,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CRNEL ROBLES,ALEJANDRO FIERRO,ALEJANDRO FIERRO - CRNEL ROBLES,0, , ,1,0,0,1,0,1
530,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,CRNEL ROBLES,SAN PABLO,CRNEL ROBLES - SAN PABLO,0, , ,1,0,0,0,2,1
531,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,DIAZ SAGREDO,STO DOMINGO,DIAZ SAGREDO - STO DOMINGO,0, , ,1,1,0,0,0,1
532,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,JOSE JOAQUIN PEREZ,MOLINA LAVIN,JOSE JOAQUIN PEREZ - MOLINA LAVIN,0, , ,1,0,1,0,0,1
533,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,JOSE JOAQUIN PEREZ,RADAL,JOSE JOAQUIN PEREZ - RADAL,0, , ,1,0,0,1,0,1
534,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,LOS SAUCES,LO ESPINOZA,LO ESPINOZA - LOS SAUCES,0, , ,1,1,0,0,0,1
535,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,LOS SAUCES,MIGUEL DE ATERO,LOS SAUCES - MIGUEL DE ATERO,0, , ,1,0,0,1,0,1
536,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,MAPOCHO, ,- MAPOCHO,5429, , ,1,0,1,0,0,1
537,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,MAPOCHO,LOURDES,LOURDES - MAPOCHO,0, , ,1,0,0,0,1,1
538,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,MAPOCHO,MOLINA LAVIN,MAPOCHO - MOLINA LAVIN,0, , ,2,0,0,1,1,2
539,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,MAPOCHO,RADAL,MAPOCHO - RADAL,0, , ,1,0,0,0,1,1
540,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,MARTINEZ DE ROZAS,RADAL,MARTINEZ DE ROZAS - RADAL,0, , ,1,0,0,0,2,1
541,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,NEPTUNO,MAPOCHO,MAPOCHO - NEPTUNO,0, , ,1,0,0,1,0,1
542,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,NEPTUNO,NEPTUNO,NEPTUNO - NEPTUNO,0, , ,1,0,0,1,0,1
543,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,NEPTUNO,PADRE TADEO,NEPTUNO - PADRE TADEO,0, , ,1,0,0,1,0,1
544,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,NEUQUEN,PADRE TADEO,NEUQUEN - PADRE TADEO,0, , ,1,0,0,0,1,1
545,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,NVA ANDRES BELLO, ,- NVA ANDRES BELLO,3626, , ,1,0,1,0,0,1
546,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,NVA IMPERIAL, ,- NVA IMPERIAL,4223, , ,1,0,0,0,1,1
547,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,NVA IMPERIAL,STA PETRONILA,NVA IMPERIAL - STA PETRONILA,0, , ,1,0,0,0,1,2
548,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,PADRE TADEO,RADAL,PADRE TADEO - RADAL,0, , ,1,0,0,1,0,1
549,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,PEDRO LEON UGALDE,CATEDRAL,CATEDRAL - PEDRO LEON UGALDE,0, , ,1,0,0,0,1,2
550,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,RADAL,MAPOCHO,MAPOCHO - RADAL,0, , ,2,0,1,1,1,2
551,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,SALVADOR GUTIERREZ,SAMUEL IZQUIERDO,SALVADOR GUTIERREZ - SAMUEL IZQUIERDO,0, , ,1,0,2,0,0,1
552,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,SAMUEL IZQUIERDO, ,- SAMUEL IZQUIERDO,1850, , ,1,0,0,1,0,2
553,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,SAMUEL IZQUIERDO,PROFE FUENTES MATURANA,PROFE FUENTES MATURANA - SAMUEL IZQUIERDO,0, , ,1,0,1,0,0,2
554,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,SAN PABLO,ERNESTO SAMIT,ERNESTO SAMIT - SAN PABLO,0, , ,1,0,0,0,0,2
555,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,SAN PABLO,MATUCANA,MATUCANA - SAN PABLO,0, , ,2,1,1,0,0,2
556,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,SAN PABLO,RADAL,RADAL - SAN PABLO,0, , ,1,0,0,0,1,1
557,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,SERGIO VALDOVINOS,TRANSITO,SERGIO VALDOVINOS - TRANSITO,0, , ,1,0,0,0,1,1
558,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,STA FE, ,- STA FE,2131, , ,1,0,0,0,1,1
559,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,STO DOMINGO,MATUCANA,MATUCANA - STO DOMINGO,0, , ,1,0,0,0,0,2
560,2022,1,13,REGION METROPOLITANA,QUINTA NORMAL,1,URBANA,VARGAS FONTECILLA, ,- VARGAS FONTECILLA,4344, , ,1,0,0,1,0,1
561,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,ARTESANOS,TRENTO,ARTESANOS - TRENTO,0, , ,1,0,0,0,1,2
562,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,AURELIO DIAZ MEZA,VICTOR CUCCUINI,AURELIO DIAZ MEZA - VICTOR CUCCUINI,0, , ,1,0,0,0,1,1
563,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,BELLAVISTA,LORETO,BELLAVISTA - LORETO,0, , ,1,0,0,0,1,0
564,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,BISMUTO,RECOLETA,BISMUTO - RECOLETA,0, , ,1,0,0,0,1,1
565,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,BUENOS AIRES,MANZANO,BUENOS AIRES - MANZANO,0, , ,1,0,0,0,1,1
566,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,CARD JOSE MARIA CARO, ,- CARD JOSE MARIA CARO,530, , ,1,0,0,0,1,1
567,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,COLO COLO,NVA LA OBRA,COLO COLO - NVA LA OBRA,0, , ,1,0,0,0,1,1
568,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,COLOMBIA,EL SALTO,COLOMBIA - EL SALTO,0, , ,1,0,0,0,1,1
569,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,DORSAL,CARD JOSE MARIA CARO,CARD JOSE MARIA CARO - DORSAL,0, , ,1,0,1,0,0,1
570,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,DORSAL,RECOLETA,DORSAL - RECOLETA,0, , ,2,0,0,1,1,1
571,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,DORSAL,RUBEN DARIO,DORSAL - RUBEN DARIO,0, , ,1,0,0,0,1,1
572,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,EL ROBLE, ,- EL ROBLE,130, , ,1,0,0,0,1,1
573,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,EL ROBLE,RECOLETA,EL ROBLE - RECOLETA,0, , ,1,0,0,0,1,1
574,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,EL SALTO, ,- EL SALTO,2696, , ,1,0,0,0,0,2
575,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,EL SALTO, ,- EL SALTO,3280, , ,1,0,0,0,2,1
576,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,HEROES DE LA CONCEPCION,REINA DE CHILE,HEROES DE LA CONCEPCION - REINA DE CHILE,0, , ,1,0,1,0,0,1
577,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,HEROES DEL BUIN, ,- HEROES DEL BUIN,865, , ,1,0,0,0,0,2
578,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,HEROES DEL BUIN, ,- HEROES DEL BUIN,1655, , ,2,0,0,0,2,2
579,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,LA PAZ, ,- LA PAZ,871, , ,1,0,0,0,1,1
580,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,LA PAZ,JUAREZ LARGA,JUAREZ LARGA - LA PAZ,0, , ,1,0,0,0,0,2
581,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,LIRCAY, ,- LIRCAY,440, , ,1,0,0,1,0,2
582,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,LIRCAY,EL SALTO,EL SALTO - LIRCAY,0, , ,1,0,0,0,1,1
583,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,LORETO,BELLAVISTA,BELLAVISTA - LORETO,0, , ,1,0,0,1,0,1
584,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,LOS ZAPADORES,MONTANA,LOS ZAPADORES - MONTANA,0, , ,1,0,0,0,1,1
585,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,LOS ZAPADORES,RECOLETA,LOS ZAPADORES - RECOLETA,0, , ,1,0,1,0,0,1
586,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,MANZANO,DARDIGNAC,DARDIGNAC - MANZANO,0, , ,1,0,0,0,1,1
587,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,MEXICO, ,- MEXICO,586, , ,1,0,0,0,1,1
588,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,NVA RENGIFO, ,- NVA RENGIFO,277, , ,1,0,0,0,1,1
589,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,PATRONATO,BELLAVISTA,BELLAVISTA - PATRONATO,0, , ,1,0,0,0,1,1
590,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,PERU,DOMINICA,DOMINICA - PERU,0, , ,1,0,0,0,3,1
591,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,PERU,RAPA NUI,PERU - RAPA NUI,0, , ,1,0,2,0,0,1
592,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,RECOLETA, ,- RECOLETA,3878, , ,1,0,1,0,1,0
593,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,RECOLETA,ADELA MARTINEZ,ADELA MARTINEZ - RECOLETA,0, , ,1,0,2,0,0,0
594,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,RECOLETA,LAS TORRES,LAS TORRES - RECOLETA,0, , ,1,0,0,0,1,1
595,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,RECOLETA,LASTRA,LASTRA - RECOLETA,0, , ,1,0,1,0,0,1
596,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,RECOLETA,MUNOZ GAMERO,MUNOZ GAMERO - RECOLETA,0, , ,1,0,0,0,1,1
