FID,Año,Claseaccid,Cód_Regi,Región,Comuna,Cód_Zona,Zona,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Siniestros,Fallecidos,Graves,Menos_grav,Leves,Ilesos
597,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,RECOLETA,OSCAR CASTRO,OSCAR CASTRO - RECOLETA,0, , ,1,0,0,0,1,1
598,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,RECOLETA,PEDRO DONOSO VERGARA,PEDRO DONOSO VERGARA - RECOLETA,0, , ,1,0,0,0,1,1
599,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,ROBINSON CRUSOE,FREIRINA,FREIRINA - ROBINSON CRUSOE,0, , ,1,0,0,1,0,1
600,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,STA MARIA,LA PAZ,LA PAZ - STA MARIA,0, , ,2,0,1,0,1,2
601,2022,1,13,REGION METROPOLITANA,RECOLETA,1,URBANA,TABARE, ,- TABARE,964, , ,1,0,0,0,1,1
602,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,APOSTOL SANTIAGO, ,- APOSTOL SANTIAGO,2525, , ,1,0,1,0,0,1
603,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,APOSTOL SANTIAGO,2 SUR,2 SUR - APOSTOL SANTIAGO,0, , ,1,1,0,0,0,1
604,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,APOSTOL SANTIAGO,APOSTOL SANTIAGO,APOSTOL SANTIAGO - APOSTOL SANTIAGO,0, , ,1,0,0,0,0,2
605,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,CAMINO LO BOZA,AMERICO VESPUCIO,AMERICO VESPUCIO - CAMINO LO BOZA,0, , ,1,0,0,0,1,1
606,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,CONDELL,ARTURO PRAT,ARTURO PRAT - CONDELL,0, , ,1,0,0,0,0,2
607,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,DOMINGO SANTA MARIA, ,- DOMINGO SANTA MARIA,3962, , ,1,0,0,0,1,0
608,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,DOMINGO SANTA MARIA,DORSAL,DOMINGO SANTA MARIA - DORSAL,0, , ,1,0,0,1,0,1
609,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,DOMINGO SANTA MARIA,JOSE MANUEL BALMACEDA,DOMINGO SANTA MARIA - JOSE MANUEL BALMACEDA,0, , ,1,0,0,0,1,1
610,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,DOMINGO SANTA MARIA,RIVERA,DOMINGO SANTA MARIA - RIVERA,0, , ,1,0,1,0,0,1
611,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,JORGE HIRMAS,PDTE EDUARDO FREI MONTALVA,JORGE HIRMAS - PDTE EDUARDO FREI MONTALVA,0, , ,1,0,1,0,0,1
612,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,JOSE MANUEL BALMACEDA,IGNACIO CARRERA PINTO,IGNACIO CARRERA PINTO - JOSE MANUEL BALMACEDA,0, , ,1,0,1,0,0,1
613,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,JOSE MANUEL BALMACEDA,NICANOR FAJARDO,JOSE MANUEL BALMACEDA - NICANOR FAJARDO,0, , ,1,0,0,0,1,1
614,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,JOSE MIGUEL INFANTE, ,- JOSE MIGUEL INFANTE,4879, , ,1,1,0,0,1,0
615,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,JOSE MIGUEL INFANTE,VOLCAN LLAIMA,JOSE MIGUEL INFANTE - VOLCAN LLAIMA,0, , ,1,0,1,0,1,0
616,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,LOS CLARINES,LAS MARGARITAS,LAS MARGARITAS - LOS CLARINES,0, , ,1,0,0,0,1,1
617,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,MONTEVIDEO, ,- MONTEVIDEO,2427, , ,1,0,0,1,0,1
618,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,PTO MONTT,APOSTOL SANTIAGO,APOSTOL SANTIAGO - PTO MONTT,0, , ,1,0,1,0,0,1
619,2022,1,13,REGION METROPOLITANA,RENCA,1,URBANA,VICUÑA MACKENNA,JOSE MIGUEL INFANTE,JOSE MIGUEL INFANTE - VICUÑA MACKENNA,0, , ,1,1,0,0,0,1
620,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,AGUILUCHOS, ,- AGUILUCHOS,12176, , ,1,0,0,0,1,1
621,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,ALMTE RIVEROS,DIAGONAL ORIENTE,ALMTE RIVEROS - DIAGONAL ORIENTE,0, , ,1,0,0,0,1,1
622,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,AMERICA, ,- AMERICA,125, , ,1,0,0,1,0,1
623,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,ANTONIO VARAS,PTO OCTAY,ANTONIO VARAS - PTO OCTAY,0, , ,1,0,0,1,0,1
624,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,ARTURO PRAT,BULNES,ARTURO PRAT - BULNES,0, , ,1,0,0,0,0,3
625,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,ARTURO PRAT,MAIPU,ARTURO PRAT - MAIPU,0, , ,1,0,0,0,1,1
626,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,BALMACEDA,PADRE HURTADO,BALMACEDA - PADRE HURTADO,0, , ,1,0,0,0,0,2
627,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,BALMACEDA,PEDRO SANCHO DE LA HOZ,BALMACEDA - PEDRO SANCHO DE LA HOZ,0, , ,1,0,0,0,1,1
628,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,BARROS ARANA, ,- BARROS ARANA,653, , ,1,0,0,0,1,1
629,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,BARROS ARANA,ESMERALDA,BARROS ARANA - ESMERALDA,0, , ,1,0,1,0,0,1
630,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,BARROS ARANA,MATEO DE TORO Y ZAMBRANO,BARROS ARANA - MATEO DE TORO Y ZAMBRANO,0, , ,1,0,1,0,0,1
631,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,BULNES, ,- BULNES,984, , ,1,0,0,0,1,1
632,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,COLON,URMENETA,COLON - URMENETA,0, , ,1,0,0,0,1,1
633,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,COLON NORTE,MARTIN DE SOLIS,COLON NORTE - MARTIN DE SOLIS,0, , ,1,0,1,0,1,0
634,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,CONDELL,SAN MARTIN,CONDELL - SAN MARTIN,0, , ,1,0,0,0,1,1
635,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,COVADONGA,FREIRE,COVADONGA - FREIRE,0, , ,1,0,0,0,1,2
636,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,DUCAUD, ,- DUCAUD,15240, , ,1,0,0,0,1,2
637,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,EL BARRANCON,ELIODORO YAÑEZ,EL BARRANCON - ELIODORO YAÑEZ,0, , ,1,0,0,1,0,1
638,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,EUCALIPTUS,CRESCENTE ERRAZURIZ,CRESCENTE ERRAZURIZ - EUCALIPTUS,0, , ,1,0,0,0,0,2
639,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,EYZAGUIRRE, ,- EYZAGUIRRE,702, , ,1,0,0,0,0,2
640,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,EYZAGUIRRE, ,- EYZAGUIRRE,1701, , ,1,0,0,0,0,2
641,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,EYZAGUIRRE,COVADONGA,COVADONGA - EYZAGUIRRE,0, , ,1,0,0,0,0,2
642,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,FREIRE,ARTURO PRAT,ARTURO PRAT - FREIRE,0, , ,1,0,1,0,0,1
643,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,FREIRE,COVADONGA,COVADONGA - FREIRE,0, , ,2,0,0,0,2,2
644,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,FREIRE,SAN ALFONSO,FREIRE - SAN ALFONSO,0, , ,2,0,0,0,0,4
645,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,GARCIA DE LA HUERTA,PORTALES,GARCIA DE LA HUERTA - PORTALES,0, , ,1,0,0,0,1,1
646,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,CALDERON DE LA BARCA,CALDERON DE LA BARCA - GRAN AVDA JOSE MIGUEL CARRERA,0, , ,1,0,0,0,1,0
647,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,LO BLANCO,GRAN AVDA JOSE MIGUEL CARRERA - LO BLANCO,0, , ,1,0,0,0,1,1
648,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,STA MARTA,GRAN AVDA JOSE MIGUEL CARRERA - STA MARTA,0, , ,1,0,0,0,1,1
649,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,JOSE JOAQUIN PEREZ,LOS NOGALES,JOSE JOAQUIN PEREZ - LOS NOGALES,0, , ,1,0,0,0,1,1
650,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LAS ACACIAS,GRAL VELASQUEZ,GRAL VELASQUEZ - LAS ACACIAS,0, , ,1,0,0,0,1,1
651,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LAS PALMAS,LOS SUSPIROS,LAS PALMAS - LOS SUSPIROS,0, , ,1,0,0,0,0,2
652,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LO BLANCO,ANTOFAGASTA,ANTOFAGASTA - LO BLANCO,0, , ,1,0,0,0,1,1
653,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LO BLANCO,HOSPITAL,HOSPITAL - LO BLANCO,0, , ,1,0,0,0,0,2
654,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LO BLANCO,PEDRO DE MENDOZA,LO BLANCO - PEDRO DE MENDOZA,0, , ,2,0,0,1,6,1
655,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LO BLANCO,SAN FRANCISCO,LO BLANCO - SAN FRANCISCO,0, , ,1,0,1,0,0,0
656,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LO BLANCO,VALLE DE YUTA,LO BLANCO - VALLE DE YUTA,0, , ,1,0,0,0,1,1
657,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,LOS CANELOS,PORTAL ORIENTE,LOS CANELOS - PORTAL ORIENTE,0, , ,1,0,0,0,0,2
658,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,MAESTRANZA,PDTE JORGE ALESSANDRI RODRIGUEZ,MAESTRANZA - PDTE JORGE ALESSANDRI RODRIGUEZ,0, , ,1,0,0,0,0,2
659,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,MATEO DE TORO Y ZAMBRANO,PORTALES,MATEO DE TORO Y ZAMBRANO - PORTALES,0, , ,1,0,0,0,1,1
660,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,NOGALES,BARROS ARANA,BARROS ARANA - NOGALES,0, , ,1,0,1,0,0,1
661,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,OHIGGINS, ,- OHIGGINS,305, , ,1,0,0,0,0,2
662,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,OHIGGINS,ABRAHAM PRADO MARIN,ABRAHAM PRADO MARIN - OHIGGINS,0, , ,1,0,0,0,0,2
663,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,OHIGGINS,BARROS ARANA,BARROS ARANA - OHIGGINS,0, , ,1,0,0,0,2,0
664,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,OHIGGINS,JOSE JOAQUIN PEREZ,JOSE JOAQUIN PEREZ - OHIGGINS,0, , ,1,0,0,0,0,2
665,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,OHIGGINS,VICTORIA,OHIGGINS - VICTORIA,0, , ,1,0,0,0,0,3
666,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PADRE BARROS,BALMACEDA,BALMACEDA - PADRE BARROS,0, , ,1,0,1,0,0,1
667,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PADRE HURTADO, ,- PADRE HURTADO,1029, , ,1,0,0,0,1,1
668,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PADRE HURTADO,STA ANA,PADRE HURTADO - STA ANA,0, , ,1,0,1,0,1,0
669,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PADRE RODRIGO TUPPER,OCHAGAVIA,OCHAGAVIA - PADRE RODRIGO TUPPER,0, , ,1,0,0,0,1,1
670,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PDTE JORGE ALESSANDRI RODRIGUEZ,CAMINO CATEMITO,CAMINO CATEMITO - PDTE JORGE ALESSANDRI RODRIGUEZ,0, , ,1,0,0,1,0,1
671,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PDTE JORGE ALESSANDRI RODRIGUEZ,CAMINO LOS PINOS,CAMINO LOS PINOS - PDTE JORGE ALESSANDRI RODRIGUEZ,0, , ,1,0,1,0,0,1
672,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PEDRO SANCHO DE LA HOZ,MARIA GRAHAM,MARIA GRAHAM - PEDRO SANCHO DE LA HOZ,0, , ,1,0,1,0,0,1
673,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PORTALES, ,- PORTALES,2744, , ,1,0,0,0,0,2
674,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PORTALES, ,- PORTALES,20040, , ,1,0,0,0,1,1
675,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,PORTALES,LAS PALMAS DE COCALAN,LAS PALMAS DE COCALAN - PORTALES,0, , ,1,0,0,0,1,1
676,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,RINCONADA DE NOS,ISAIAS VALENZUELA,ISAIAS VALENZUELA - RINCONADA DE NOS,0, , ,1,1,0,0,0,1
677,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,ROBERTO PAUT CALDERON,PORTALES ORIENTE,PORTALES ORIENTE - ROBERTO PAUT CALDERON,0, , ,1,0,1,0,0,1
678,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN ALFONSO, ,- SAN ALFONSO,451, , ,1,0,0,0,1,1
679,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN FRANCISCO,LAUTARO,LAUTARO - SAN FRANCISCO,0, , ,1,0,1,0,0,1
680,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN JOSE, ,- SAN JOSE,1100, , ,1,0,0,0,1,1
681,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN JOSE,JOSE BESA,JOSE BESA - SAN JOSE,0, , ,1,0,0,0,1,3
682,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN JOSE,MARTIN DE SOLIS,MARTIN DE SOLIS - SAN JOSE,0, , ,1,0,0,0,0,2
683,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN JOSE,PADRE HURTADO,PADRE HURTADO - SAN JOSE,0, , ,1,0,0,0,1,1
684,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN JOSE,SAN MARTIN,SAN JOSE - SAN MARTIN,0, , ,1,0,0,0,2,1
685,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,SAN MARTIN,CONDELL,CONDELL - SAN MARTIN,0, , ,1,0,0,0,1,1
686,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,STA MAGDALENA, ,- STA MAGDALENA,15466, , ,1,0,0,0,0,2
687,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,STA MARTA,FONTECILLA,FONTECILLA - STA MARTA,0, , ,1,0,0,0,1,1
688,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,URMENETA,COLON SUR,COLON SUR - URMENETA,0, , ,1,0,0,0,0,2
689,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,URMENETA,COVADONGA,COVADONGA - URMENETA,0, , ,1,0,1,0,0,1
690,2022,1,13,REGION METROPOLITANA,SAN BERNARDO,1,URBANA,VOLCAN MAIPO,PIRINEOS,PIRINEOS - VOLCAN MAIPO,0, , ,1,0,0,0,1,1
691,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,CENTRAL,EL PINAR,CENTRAL - EL PINAR,0, , ,1,0,0,0,2,0
692,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,DEPARTAMENTAL, ,- DEPARTAMENTAL,440, , ,1,0,0,0,1,1
693,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,DEPARTAMENTAL,CANADA,CANADA - DEPARTAMENTAL,0, , ,1,0,0,0,1,2
694,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,DEPARTAMENTAL,HAYDN,DEPARTAMENTAL - HAYDN,0, , ,1,1,0,0,0,1
695,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,DEPARTAMENTAL,JUAN PLANAS,DEPARTAMENTAL - JUAN PLANAS,0, , ,1,0,1,0,0,1
696,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,ING BUDGE, ,- ING BUDGE,482, , ,1,0,0,0,1,1
697,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,JUAN GRIEGO,DEPARTAMENTAL,DEPARTAMENTAL - JUAN GRIEGO,0, , ,1,0,0,0,1,1
698,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,JUAN RIVADENEIRA, ,- JUAN RIVADENEIRA,4515, , ,1,0,1,0,2,1
699,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,LATINOAMERICA,SEBASTOPOL,LATINOAMERICA - SEBASTOPOL,0, , ,1,0,1,0,1,0
700,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,LO OVALLE,VECINAL,LO OVALLE - VECINAL,0, , ,1,0,1,0,0,1
701,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,LO OVALLE,VILNA,LO OVALLE - VILNA,0, , ,1,0,0,1,1,0
702,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,MATEO DE TORO Y ZAMBRANO, ,- MATEO DE TORO Y ZAMBRANO,3426, , ,1,0,0,0,1,0
703,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,PIRAMIDE,GASPAR DE ESPINOZA,GASPAR DE ESPINOZA - PIRAMIDE,0, , ,1,0,0,0,0,1
704,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,SAN GREGORIO,PDTE SALVADOR ALLENDE,PDTE SALVADOR ALLENDE - SAN GREGORIO,0, , ,1,0,0,0,1,1
705,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,STA ROSA, ,- STA ROSA,3100, , ,2,0,1,0,1,2
706,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,STA ROSA, ,- STA ROSA,3440, , ,1,0,2,0,0,0
707,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,STA ROSA,DEPARTAMENTAL,DEPARTAMENTAL - STA ROSA,0, , ,1,1,0,0,0,1
708,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,STA ROSA,SAN NICOLAS,SAN NICOLAS - STA ROSA,0, , ,2,1,1,0,1,0
709,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,VICUÑA MACKENNA, ,- VICUÑA MACKENNA,4685, , ,1,0,0,0,1,1
710,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,VICUÑA MACKENNA,EL PINAR,EL PINAR - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
711,2022,1,13,REGION METROPOLITANA,SAN JOAQUIN,1,URBANA,VICUÑA MACKENNA,STA ELENA,STA ELENA - VICUÑA MACKENNA,0, , ,1,0,0,0,0,2
712,2022,1,13,REGION METROPOLITANA,SAN JOSE DE MAIPO,1,URBANA,ANGEL ASTORGA MESINA, ,- ANGEL ASTORGA MESINA,19397, , ,1,0,0,1,0,1
713,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,ARCADIA,SAN IGNACIO DE LOYOLA,ARCADIA - SAN IGNACIO DE LOYOLA,0, , ,1,0,0,1,0,1
714,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,ARTURO PRAT,CHILOE,ARTURO PRAT - CHILOE,0, , ,1,0,0,0,1,0
715,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,CARLOS SILVA VILDOSOLA,ARTURO PRAT,ARTURO PRAT - CARLOS SILVA VILDOSOLA,0, , ,1,0,1,0,0,1
716,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,CDTE WHITESIDE,LA MARINA,CDTE WHITESIDE - LA MARINA,0, , ,2,0,0,0,2,2
717,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,DEPARTAMENTAL, ,- DEPARTAMENTAL,1520, , ,1,0,0,0,0,2
718,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,DON BOSCO,ALC PEDRO ALARCON,ALC PEDRO ALARCON - DON BOSCO,0, , ,1,0,0,0,1,1
719,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,EUCLIDES,HOMERO,EUCLIDES - HOMERO,0, , ,1,0,1,0,0,1
720,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GAUSS,CARLOS EDWARDS,CARLOS EDWARDS - GAUSS,0, , ,1,1,0,0,0,1
721,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA, ,- GRAN AVDA JOSE MIGUEL CARRERA,3204, , ,2,0,1,0,1,0
722,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,ALC CARLOS VALDOVINOS,ALC CARLOS VALDOVINOS - GRAN AVDA JOSE MIGUEL CARRERA,0, , ,1,0,0,0,1,1
723,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,ALMTE LYNCH,ALMTE LYNCH - GRAN AVDA JOSE MIGUEL CARRERA,0, , ,1,0,0,0,0,2
724,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,DEPARTAMENTAL,DEPARTAMENTAL - GRAN AVDA JOSE MIGUEL CARRERA,0, , ,1,0,0,0,1,1
725,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,LLICO,GRAN AVDA JOSE MIGUEL CARRERA - LLICO,0, , ,1,0,0,0,1,1
726,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,MIGUEL LEON PRADO,GRAN AVDA JOSE MIGUEL CARRERA - MIGUEL LEON PRADO,0, , ,1,0,1,0,0,1
727,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,PEDRO MIRA,GRAN AVDA JOSE MIGUEL CARRERA - PEDRO MIRA,0, , ,1,0,0,0,1,1
728,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,MAGDALENA VICUÑA,SAN IGNACIO DE LOYOLA,MAGDALENA VICUÑA - SAN IGNACIO DE LOYOLA,0, , ,1,0,0,0,1,0
729,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,MARIA AUXILIADORA,CHILOE,CHILOE - MARIA AUXILIADORA,0, , ,1,0,0,0,1,1
730,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,RAMON BARROS LUCO,FLORENCIA,FLORENCIA - RAMON BARROS LUCO,0, , ,1,0,0,0,1,1
731,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,SALESIANOS,GRAN AVDA JOSE MIGUEL CARRERA,GRAN AVDA JOSE MIGUEL CARRERA - SALESIANOS,0, , ,1,0,0,0,0,2
732,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,SALESIANOS,SAN IGNACIO DE LOYOLA,SALESIANOS - SAN IGNACIO DE LOYOLA,0, , ,1,0,0,0,0,2
733,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,SAN NICOLAS,GRAN AVDA JOSE MIGUEL CARRERA,GRAN AVDA JOSE MIGUEL CARRERA - SAN NICOLAS,0, , ,1,0,0,0,1,1
734,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,STA ROSA, ,- STA ROSA,5147, , ,1,0,0,0,1,1
735,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,STA ROSA,CENTENARIO DE SAN MIGUEL,CENTENARIO DE SAN MIGUEL - STA ROSA,0, , ,1,0,0,0,0,2
736,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,STA ROSA,DEPARTAMENTAL,DEPARTAMENTAL - STA ROSA,0, , ,1,0,0,0,0,2
737,2022,1,13,REGION METROPOLITANA,SAN MIGUEL,1,URBANA,TERCERA TRANSVERSAL,QUINTA AVENIDA,QUINTA AVENIDA - TERCERA TRANSVERSAL,0, , ,1,0,0,0,0,1
738,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,ALMTE LATORRE,VICUÑA MACKENNA,ALMTE LATORRE - VICUÑA MACKENNA,0, , ,1,0,1,0,1,1
739,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,ALPATACAL,INDEPENDENCIA,ALPATACAL - INDEPENDENCIA,0, , ,1,0,1,0,0,1
740,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,AMERICO VESPUCIO, ,- AMERICO VESPUCIO,32, , ,1,1,0,0,1,2
741,2022,1,13,REGION METROPOLITANA,SAN RAMON,1,URBANA,AMERICO VESPUCIO,STA ROSA,AMERICO VESPUCIO - STA ROSA,0, , ,1,0,1,0,0,1
